CO_ESCOLA,NO_ESCOLA,NU_ANO,NU_NOTA
25074903,EMEF PROFESSORA NELY DE LIMA E MELO,2015,2.6
25074903,EMEF PROFESSORA NELY DE LIMA E MELO,2017,3.7
25074920,EMEF PROF SELMA AGRA VILARIM,2007,3.9
25074920,EMEF PROF SELMA AGRA VILARIM,2009,3.2
25074920,EMEF PROF SELMA AGRA VILARIM,2011,3.6
25074920,EMEF PROF SELMA AGRA VILARIM,2013,3.9
25074920,EMEF PROF SELMA AGRA VILARIM,2017,4.3
25074938,EMEF PROFA LUZIA DANTAS,2007,4.6
25074938,EMEF PROFA LUZIA DANTAS,2009,4.7
25074938,EMEF PROFA LUZIA DANTAS,2011,4.5
25074938,EMEF PROFA LUZIA DANTAS,2013,5
25074938,EMEF PROFA LUZIA DANTAS,2015,3.9
25074938,EMEF PROFA LUZIA DANTAS,2017,5.5
25074962,EMEF SANDRA CAVALCANTI,2007,3.5
25074962,EMEF SANDRA CAVALCANTI,2009,4.6
25074962,EMEF SANDRA CAVALCANTI,2013,2.6
25074962,EMEF SANDRA CAVALCANTI,2015,5.5
25074962,EMEF SANDRA CAVALCANTI,2017,6.6
25075020,EMEF STELLITA CRUZ,2005,3.5
25075020,EMEF STELLITA CRUZ,2007,2.7
25075020,EMEF STELLITA CRUZ,2009,2.8
25075020,EMEF STELLITA CRUZ,2011,4.6
25075020,EMEF STELLITA CRUZ,2013,4.6
25075020,EMEF STELLITA CRUZ,2015,4.2
25075020,EMEF STELLITA CRUZ,2017,5.5
25075047,EMEF SANTO ANTONIO 2,2005,2.9
25075047,EMEF SANTO ANTONIO 2,2007,3.8
25075047,EMEF SANTO ANTONIO 2,2009,3
25075047,EMEF SANTO ANTONIO 2,2011,3.9
25075047,EMEF SANTO ANTONIO 2,2013,2.7
25075047,EMEF SANTO ANTONIO 2,2017,6.2
25075071,EMEF TIRADENTES,2005,2.3
25075071,EMEF TIRADENTES,2007,2.7
25075071,EMEF TIRADENTES,2009,3.1
25075071,EMEF TIRADENTES,2011,3.4
25075071,EMEF TIRADENTES,2013,4.3
25075071,EMEF TIRADENTES,2015,4
25075462,EMEF DEZENOVE DE MARCO,2007,4.1
25075462,EMEF DEZENOVE DE MARCO,2009,2.7
25075462,EMEF DEZENOVE DE MARCO,2011,3.8
25075462,EMEF DEZENOVE DE MARCO,2013,4
25075462,EMEF DEZENOVE DE MARCO,2015,4.1
25075462,EMEF DEZENOVE DE MARCO,2017,5
25076183,EMEF ADALGISA AMORIM,2005,3.7
25076183,EMEF ADALGISA AMORIM,2007,3.8
25076183,EMEF ADALGISA AMORIM,2009,4.8
25076183,EMEF ADALGISA AMORIM,2011,3.7
25076183,EMEF ADALGISA AMORIM,2013,5
25076183,EMEF ADALGISA AMORIM,2015,4.8
25076221,EMEF JOAO FRANCISCO DA MOTA,2009,3.9
25076221,EMEF JOAO FRANCISCO DA MOTA,2011,3.3
25076221,EMEF JOAO FRANCISCO DA MOTA,2013,4.2
25076221,EMEF JOAO FRANCISCO DA MOTA,2015,5.6
25076221,EMEF JOAO FRANCISCO DA MOTA,2017,5.1
25076256,EMEF NOSSA SRA DO PERPETUO SOCORRO,2011,5.1
25076256,EMEF NOSSA SRA DO PERPETUO SOCORRO,2013,4.3
25076256,EMEF NOSSA SRA DO PERPETUO SOCORRO,2015,4.5
25076256,EMEF NOSSA SRA DO PERPETUO SOCORRO,2017,5.3
25076280,EMEF IRACEMA PIMENTEL,2009,2.8
25076280,EMEF IRACEMA PIMENTEL,2011,4
25076280,EMEF IRACEMA PIMENTEL,2013,3.9
25076280,EMEF IRACEMA PIMENTEL,2015,4.6
25076280,EMEF IRACEMA PIMENTEL,2017,4.9
25076493,EMEF CICERO CORREIA DE MENESES,2005,2.5
25076493,EMEF CICERO CORREIA DE MENESES,2009,4.8
25076493,EMEF CICERO CORREIA DE MENESES,2013,4.2
25076493,EMEF CICERO CORREIA DE MENESES,2015,4.5
25076493,EMEF CICERO CORREIA DE MENESES,2017,4.6
25076582,EEEFM IRMA JOAQUINA SAMPAIO,2005,2.3
25076582,EEEFM IRMA JOAQUINA SAMPAIO,2007,3
25076582,EEEFM IRMA JOAQUINA SAMPAIO,2009,3.3
25076582,EEEFM IRMA JOAQUINA SAMPAIO,2013,4.3
25076582,EEEFM IRMA JOAQUINA SAMPAIO,2015,3.4
25076590,EEEFM JOSE MIGUEL LEAO,2005,2.8
25076590,EEEFM JOSE MIGUEL LEAO,2007,3
25076590,EEEFM JOSE MIGUEL LEAO,2009,3.2
25076590,EEEFM JOSE MIGUEL LEAO,2011,3.7
25076590,EEEFM JOSE MIGUEL LEAO,2013,3.6
25076590,EEEFM JOSE MIGUEL LEAO,2017,3.1
25076930,EMEF SAO CLEMENTE,2005,2.9
25076930,EMEF SAO CLEMENTE,2009,3.4
25076930,EMEF SAO CLEMENTE,2011,3.7
25076930,EMEF SAO CLEMENTE,2013,3.6
25076930,EMEF SAO CLEMENTE,2015,3.8
25077023,EMEF LUIS JUVINO GOMES,2009,4.3
25077023,EMEF LUIS JUVINO GOMES,2011,4.1
25077023,EMEF LUIS JUVINO GOMES,2013,3.4
25077023,EMEF LUIS JUVINO GOMES,2015,4.1
25077040,EMEF PROF LUIS GIL,2009,3.4
25077040,EMEF PROF LUIS GIL,2011,3.8
25077040,EMEF PROF LUIS GIL,2013,3.6
25077040,EMEF PROF LUIS GIL,2015,5
25077040,EMEF PROF LUIS GIL,2017,5.8
25077058,EMEF PROF MAURO LUNA,2009,3.5
25077058,EMEF PROF MAURO LUNA,2011,4.4
25077058,EMEF PROF MAURO LUNA,2013,4.2
25077058,EMEF PROF MAURO LUNA,2015,4.6
25077058,EMEF PROF MAURO LUNA,2017,5.2
25077066,EMEF ANTONIO ALVES DE ARAUJO,2011,4
25077066,EMEF ANTONIO ALVES DE ARAUJO,2013,3.4
25077066,EMEF ANTONIO ALVES DE ARAUJO,2015,4.1
25077066,EMEF ANTONIO ALVES DE ARAUJO,2017,4.6
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2005,3.4
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2007,3.6
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2009,3.6
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2011,3.9
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2013,4
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2015,4.9
25108662,EMEF CEAI DR JOAO PEREIRA DE ASSIS,2017,5.2
25114034,EEEF DOM HELDER CAMARA,2005,3.4
25114034,EEEF DOM HELDER CAMARA,2007,4.3
25114034,EEEF DOM HELDER CAMARA,2009,3.4
25114034,EEEF DOM HELDER CAMARA,2011,4.1
25114034,EEEF DOM HELDER CAMARA,2013,4.4
25114034,EEEF DOM HELDER CAMARA,2015,4
25114034,EEEF DOM HELDER CAMARA,2017,5
25114433,EEEF SENADOR HUMBERTO LUCENA,2009,3.5
25114433,EEEF SENADOR HUMBERTO LUCENA,2011,4.1
25114433,EEEF SENADOR HUMBERTO LUCENA,2013,3.7
25114433,EEEF SENADOR HUMBERTO LUCENA,2015,4
25114433,EEEF SENADOR HUMBERTO LUCENA,2017,3.3
25114808,EEEFM PROF ITAN PEREIRA,2005,2.6
25114808,EEEFM PROF ITAN PEREIRA,2007,2.7
25114808,EEEFM PROF ITAN PEREIRA,2011,3.2
25114808,EEEFM PROF ITAN PEREIRA,2013,3.6
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2005,3.2
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2007,3.4
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2009,3.4
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2013,4.3
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2015,3.8
25117459,EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA,2017,5
25117688,EEEF IRMA STEFANIE,2005,3.3
25117688,EEEF IRMA STEFANIE,2007,4.3
25117688,EEEF IRMA STEFANIE,2009,4.5
25117688,EEEF IRMA STEFANIE,2013,4.1
25117688,EEEF IRMA STEFANIE,2015,3.5
25117858,EEEF REITOR EDVALDO DO O,2005,3.4
25117858,EEEF REITOR EDVALDO DO O,2007,3.7
25117858,EEEF REITOR EDVALDO DO O,2013,4.1
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2005,2.7
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2007,3.4
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2009,3.4
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2011,4.2
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2013,4.1
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2015,5.2
25117866,EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO,2017,2.8
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2005,3.2
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2007,3.2
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2009,3.7
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2011,4.3
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2013,4.4
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2015,4.7
25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,2017,4.6
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2005,3.1
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2007,2
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2009,2.4
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2011,3.8
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2013,3.3
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2015,3.8
25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,2017,3.9
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,2005,2.5
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,2007,3.5
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,2009,2.2
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,2011,4.4
25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,2013,3.5
25121669,EMEF CASSIANO PASCOAL PEREIRA,2005,4
25121669,EMEF CASSIANO PASCOAL PEREIRA,2007,4.7
25121669,EMEF CASSIANO PASCOAL PEREIRA,2009,4.8
25121669,EMEF CASSIANO PASCOAL PEREIRA,2011,5.5
25121669,EMEF CASSIANO PASCOAL PEREIRA,2013,5.3
25121669,EMEF CASSIANO PASCOAL PEREIRA,2015,5.2
25121669,EMEF CASSIANO PASCOAL PEREIRA,2017,6
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2005,3.9
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2007,4
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2009,4.4
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2011,5.4
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2013,5.7
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2015,6
25121677,EMEF MANOEL FRANCISCO DA MOTTA,2017,6.4
25121685,EMEF ROBERTO SIMONSEN,2005,2.7
25121685,EMEF ROBERTO SIMONSEN,2007,3.3
25121685,EMEF ROBERTO SIMONSEN,2009,4.2
25121685,EMEF ROBERTO SIMONSEN,2011,4.4
25121685,EMEF ROBERTO SIMONSEN,2013,4.8
25121685,EMEF ROBERTO SIMONSEN,2015,5.2
25121685,EMEF ROBERTO SIMONSEN,2017,5.8
25122541,EMEF SEMENTE DE VIDA,2007,5.2
25122576,EMEF PAULO FREIRE,2007,2.1
25122576,EMEF PAULO FREIRE,2009,4.4
25122576,EMEF PAULO FREIRE,2011,3.6
25122576,EMEF PAULO FREIRE,2013,3.4
25122576,EMEF PAULO FREIRE,2015,4.4
25122576,EMEF PAULO FREIRE,2017,3.4
25128531,ESCOLA MUNICIPAL PROFESSOR ERALDO CEZAR DE ARAUJO,2017,4.9
25148800,EMEF MARIA SALOME ALVES DOS SANTOS,2009,4.5
25148800,EMEF MARIA SALOME ALVES DOS SANTOS,2011,3.7
25148800,EMEF MARIA SALOME ALVES DOS SANTOS,2013,4.1
25148800,EMEF MARIA SALOME ALVES DOS SANTOS,2017,4.2
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,2009,4.3
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,2011,5.2
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,2013,5.8
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,2015,5.9
25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,2017,6.3
25251945,EEEF ZULEIDE CAVALCANTE PORTO,2009,2.9
25251945,EEEF ZULEIDE CAVALCANTE PORTO,2013,2.9
25251945,EEEF ZULEIDE CAVALCANTE PORTO,2015,3.6
25251945,EEEF ZULEIDE CAVALCANTE PORTO,2017,3.1
41124545,ANNA F DA COSTA E M EI EF,2005,3.9
41124545,ANNA F DA COSTA E M EI EF,2007,4.2
41124545,ANNA F DA COSTA E M EI EF,2009,4.9
41124545,ANNA F DA COSTA E M EI EF,2011,4.9
41124545,ANNA F DA COSTA E M EI EF,2013,5.8
41124545,ANNA F DA COSTA E M EI EF,2015,6.4
41124545,ANNA F DA COSTA E M EI EF,2017,6.1
41124553,ANTONIO J DE CARVALHO E M EI EF,2005,4.7
41124553,ANTONIO J DE CARVALHO E M EI EF,2007,4.1
41124553,ANTONIO J DE CARVALHO E M EI EF,2009,5.3
41124553,ANTONIO J DE CARVALHO E M EI EF,2011,5.5
41124553,ANTONIO J DE CARVALHO E M EI EF,2013,6.2
41124553,ANTONIO J DE CARVALHO E M EI EF,2015,6.4
41124553,ANTONIO J DE CARVALHO E M EI EF,2017,6.2
41124561,AUGUSTO STABEN E M EI EF,2005,4.6
41124561,AUGUSTO STABEN E M EI EF,2007,5.1
41124561,AUGUSTO STABEN E M EI EF,2009,4.9
41124561,AUGUSTO STABEN E M EI EF,2011,5.8
41124561,AUGUSTO STABEN E M EI EF,2013,6
41124561,AUGUSTO STABEN E M EI EF,2015,6.5
41124561,AUGUSTO STABEN E M EI EF,2017,5.6
41124642,HUMBERTO A C BRANCO E M MAL EI EF,2009,4.3
41124642,HUMBERTO A C BRANCO E M MAL EI EF,2011,4.5
41124642,HUMBERTO A C BRANCO E M MAL EI EF,2017,5.2
41124677,JOAO ASSUNCAO E R M EI EF,2009,4.4
41124677,JOAO ASSUNCAO E R M EI EF,2011,4.5
41124677,JOAO ASSUNCAO E R M EI EF,2013,5
41124677,JOAO ASSUNCAO E R M EI EF,2017,5
41124685,JOSE E GONCALVES E M EI EF,2005,4.2
41124685,JOSE E GONCALVES E M EI EF,2007,4.7
41124685,JOSE E GONCALVES E M EI EF,2009,4.9
41124685,JOSE E GONCALVES E M EI EF,2011,5.3
41124685,JOSE E GONCALVES E M EI EF,2013,5.7
41124685,JOSE E GONCALVES E M EI EF,2015,6.3
41124685,JOSE E GONCALVES E M EI EF,2017,5.7
41124707,LUCIDIO F RIBEIRO E M EI EF,2005,4.8
41124707,LUCIDIO F RIBEIRO E M EI EF,2007,5.1
41124707,LUCIDIO F RIBEIRO E M EI EF,2009,4.9
41124707,LUCIDIO F RIBEIRO E M EI EF,2011,5.4
41124707,LUCIDIO F RIBEIRO E M EI EF,2013,5.5
41124707,LUCIDIO F RIBEIRO E M EI EF,2015,6.7
41124707,LUCIDIO F RIBEIRO E M EI EF,2017,5.9
41124723,MARCOS N STRAPASSONI E M EF,2005,4.4
41124723,MARCOS N STRAPASSONI E M EF,2007,4.3
41124723,MARCOS N STRAPASSONI E M EF,2009,5.1
41124723,MARCOS N STRAPASSONI E M EF,2011,4.9
41124723,MARCOS N STRAPASSONI E M EF,2013,5.9
41124723,MARCOS N STRAPASSONI E M EF,2015,5.7
41124723,MARCOS N STRAPASSONI E M EF,2017,5.4
41124758,NILCE T ZANETTI E M PROFA EI EF,2005,4.2
41124758,NILCE T ZANETTI E M PROFA EI EF,2007,4.5
41124758,NILCE T ZANETTI E M PROFA EI EF,2009,5
41124758,NILCE T ZANETTI E M PROFA EI EF,2011,5
41124758,NILCE T ZANETTI E M PROFA EI EF,2013,5.2
41124758,NILCE T ZANETTI E M PROFA EI EF,2015,6
41124758,NILCE T ZANETTI E M PROFA EI EF,2017,6.1
41124812,SANTA LETICIA E R M EF,2009,4.5
41124812,SANTA LETICIA E R M EF,2011,4.1
41124812,SANTA LETICIA E R M EF,2013,4.6
41124812,SANTA LETICIA E R M EF,2015,5.3
41124812,SANTA LETICIA E R M EF,2017,4.6
41124855,ULISSES GUIMARAES E M EI EF,2005,4.2
41124855,ULISSES GUIMARAES E M EI EF,2007,4.8
41124855,ULISSES GUIMARAES E M EI EF,2009,4.7
41124855,ULISSES GUIMARAES E M EI EF,2011,5
41124855,ULISSES GUIMARAES E M EI EF,2013,4.6
41124855,ULISSES GUIMARAES E M EI EF,2015,6.3
41124855,ULISSES GUIMARAES E M EI EF,2017,5.5
41384563,ALESSANDRA C ASSUNCAO E M EI EF,2007,4.6
41384563,ALESSANDRA C ASSUNCAO E M EI EF,2009,4.2
