Cod_setor,Situacao_setor,Pessoas residentes,V002,V003,V004,V005,V006
250210205000004,8,779,311,69,12,387,0
250210205000005,8,772,197,8,4,563,0
250210205000006,8,477,162,16,15,284,0
250210205000007,8,120,45,0,6,69,0
250210205000008,5,81,59,0,5,17,0
250215105000001,1,826,443,82,0,301,0
250215105000002,1,670,457,10,6,197,0
250215105000003,8,672,288,31,0,353,0
250215105000004,8,983,455,44,31,444,9
250215105000005,8,516,268,37,3,208,0
250215105000006,8,516,378,5,2,131,0
250215105000007,1,894,360,47,6,481,0
250215105000008,1,818,357,52,10,396,3
250215105000009,4,332,176,9,0,142,5
250220105000001,1,988,406,98,16,468,0
250220105000002,8,397,148,9,8,232,0
250220105000003,8,346,125,1,3,217,0
250220105000004,5,669,199,17,9,444,0
250230005000001,1,668,271,27,1,369,0
250230005000002,1,759,202,5,0,552,0
250230005000003,8,147,52,3,0,92,0
250230005000004,8,321,177,1,0,143,0
250230005000005,8,367,126,7,0,234,0
250230005000006,5,316,151,5,0,160,0
250230005000007,8,423,234,31,7,151,0
250230005000008,8,237,98,2,0,137,0
250230005000009,8,664,85,0,0,579,0
250230005000010,8,530,242,37,0,251,0
250230005000011,1,603,294,38,1,270,0
250240905000001,1,846,431,11,3,401,0
250240905000002,1,1340,290,31,18,1001,0
250240905000003,1,886,315,26,2,543,0
250240905000004,1,777,236,41,0,499,1
250240905000005,1,1323,402,65,29,827,0
250240905000006,8,670,223,1,9,437,0
250240905000007,8,342,102,31,19,189,1
250240905000008,8,342,40,5,0,297,0
250240905000009,8,416,105,2,0,309,0
250240905000010,8,522,144,0,0,378,0
250240905000011,1,814,222,48,19,525,0
250240905000012,1,715,292,10,3,410,0
250240930000001,1,698,241,14,0,443,0
250240930000002,8,645,176,20,7,442,0
250240930000003,8,468,67,0,0,401,0
250250805000001,1,776,347,16,5,408,0
250250805000002,1,850,461,18,0,371,0
250250805000003,1,557,310,40,6,190,11
250250805000004,1,735,270,28,8,429,0
250250805000005,1,857,286,116,6,449,0
250250805000006,1,1101,430,21,0,650,0
250250805000007,1,734,298,15,0,421,0
250250805000008,1,917,445,44,2,426,0
250250805000009,1,935,476,2,0,457,0
250250805000010,1,981,474,24,1,482,0
250250805000011,1,1070,629,1,0,440,0
250250805000012,1,657,203,8,14,431,1
250250805000013,8,886,502,9,0,375,0
250250805000014,8,633,244,21,1,367,0
250250805000015,8,368,153,4,0,211,0
250250805000016,8,918,284,216,3,415,0
250250805000017,8,382,164,13,0,205,0
250250805000018,8,396,243,4,0,149,0
250250805000019,1,695,266,27,0,402,0
250250805000020,1,570,226,5,5,334,0
250250805000021,4,168,92,0,0,76,0
250250805000022,5,212,73,9,1,129,0
250250805000023,5,235,72,13,9,138,3
250250830000001,1,571,219,0,0,352,0
250250830000002,8,261,111,0,0,150,0
250250830000003,8,263,136,0,0,127,0
250250830000004,5,160,90,1,0,69,0
250260705000001,1,1092,553,59,20,460,0
250260705000002,1,854,390,63,0,401,0
250260705000003,1,1017,371,13,24,609,0
250260705000004,1,1158,666,10,1,481,0
250260705000005,8,157,50,0,0,107,0
250260705000006,8,528,143,61,0,324,0
250260705000007,8,472,247,25,0,200,0
250260705000008,8,307,139,0,0,168,0
250260705000009,8,197,56,5,0,136,0
250260705000010,8,107,38,1,0,68,0
250260705000011,8,267,120,6,0,141,0
250270605000001,1,930,286,82,0,562,0
250270605000002,1,913,343,47,6,516,1
250270605000003,1,757,270,67,0,420,0
250270605000004,8,623,171,75,8,369,0
250270605000005,8,354,100,17,3,234,0
250270605000006,8,332,92,28,0,212,0
250270605000007,8,70,26,11,4,29,0
250270605000008,1,1132,376,92,10,653,1
250280505000001,1,636,307,18,16,295,0
250280505000002,1,749,378,7,4,360,0
250280505000003,1,366,212,2,1,151,0
250280505000004,1,1190,533,9,1,647,0
250280505000005,1,668,242,14,9,403,0
250280505000006,1,605,294,22,17,272,0
250280505000007,1,964,535,26,4,399,0
250280505000008,1,708,207,18,12,471,0
250280505000009,1,1279,464,42,9,764,0
250280505000010,8,348,104,2,1,241,0
250280505000011,8,275,78,3,4,190,0
250280505000012,8,851,247,10,62,532,0
250280505000013,8,378,160,3,0,215,0
250280505000014,8,307,116,1,1,189,0
250280505000015,8,480,210,6,3,261,0
250280505000016,8,586,201,4,0,381,0
250280505000017,1,551,246,10,8,287,0
250280505000018,1,700,311,21,5,363,0
250280505000019,1,838,394,12,4,428,0
250280505000020,1,644,235,12,19,378,0
250290405000001,1,447,303,10,1,133,0
250290405000002,1,754,374,12,0,368,0
250290405000003,1,771,336,17,10,408,0
250290405000004,1,1159,537,1,2,619,0
250290405000005,8,362,135,4,1,222,0
250290405000006,8,351,280,1,0,70,0
250290405000007,8,317,157,17,0,143,0
250290405000008,8,534,260,11,1,262,0
250290405000009,1,883,384,16,8,475,0
250290405000010,1,620,311,14,2,293,0
250300105000001,1,815,254,56,0,505,0
250300105000002,1,1209,351,92,0,766,0
250300105000003,1,1042,304,83,30,625,0
250300105000004,1,1045,229,114,53,649,0
250300105000005,1,961,205,92,13,651,0
250300105000006,1,828,256,129,34,409,0
250300105000007,1,1370,410,189,35,726,10
250300105000008,1,679,153,63,21,442,0
250300105000009,1,1071,178,98,40,755,0
250300105000010,1,650,156,49,10,435,0
250300105000011,8,271,41,0,0,230,0
250300105000012,8,586,142,65,14,365,0
250300105000013,8,717,169,51,22,475,0
250300105000014,8,58,5,1,0,52,0
250300105000015,1,805,187,20,9,589,0
250300105000016,1,521,144,24,3,350,0
250300105000017,1,839,198,66,16,559,0
250300105000018,1,1073,278,132,53,610,0
250300105000019,1,931,211,150,33,536,1
250300105000020,1,731,197,36,17,481,0
250300115000001,1,1336,353,50,39,894,0
250300115000002,1,874,185,55,48,586,0
250300115000003,8,637,149,30,8,450,0
250300115000004,5,350,84,20,15,231,0
250300115000005,8,71,12,1,1,57,0
250300115000006,8,124,29,13,0,82,0
250300115000007,1,768,150,20,37,561,0
250310005000001,1,423,189,31,0,203,0
250310005000002,1,676,309,64,0,303,0
250310005000003,8,729,266,26,0,437,0
250310005000004,8,260,123,6,0,131,0
250310005000005,8,645,450,16,0,179,0
250310005000006,5,182,144,7,0,31,0
250310005000007,8,1002,562,15,0,425,0
250310005000008,1,485,256,11,0,218,0
250310005000009,1,633,284,50,0,299,0
250320905000001,1,1052,330,32,7,683,0
250320905000002,1,538,85,6,9,438,0
250320905000003,1,726,213,63,5,445,0
250320905000004,1,885,270,50,13,546,6
250320905000005,1,741,302,73,3,354,9
250320905000006,1,707,231,33,3,436,4
250320905000007,1,1183,420,165,16,554,28
250320905000008,1,724,235,83,19,387,0
250320905000009,1,623,152,15,15,441,0
250320905000010,1,1324,416,74,12,822,0
250320905000011,1,666,215,42,4,402,3
250320905000012,1,854,243,55,20,535,1
250320905000013,1,592,166,128,7,268,23
250320905000014,1,910,293,177,0,439,1
250320905000015,1,209,98,1,2,107,1
250320905000016,1,916,278,154,17,451,16
250320905000017,1,824,299,100,12,413,0
250320905000018,1,92,64,7,6,15,0
250320905000019,1,809,270,67,17,453,2
250320905000020,1,476,219,67,12,174,4
250320905000021,1,372,151,30,9,176,6
250320905000022,1,491,243,14,3,231,0
250320905000023,1,261,129,20,8,103,1
250320905000024,1,389,270,15,2,102,0
250320905000025,1,714,429,23,2,260,0
250320905000026,1,746,452,18,3,272,1
250320905000027,1,339,231,7,2,99,0
250320905000028,1,473,335,1,0,137,0
250320905000029,1,434,293,16,2,123,0
250320905000030,1,415,285,6,5,118,1
250320905000031,1,536,154,62,10,309,1
250320905000032,1,550,321,43,11,175,0
250320905000033,1,841,561,17,22,238,3
250320905000034,1,516,168,22,0,326,0
250320905000035,1,458,88,14,7,349,0
250320905000036,1,553,335,4,8,206,0
250320905000037,1,1141,380,28,20,713,0
250320905000038,1,117,X,X,X,X,X
250320905000039,8,8,X,X,X,X,X
250320905000040,1,845,224,61,13,528,19
250320905000041,1,674,229,43,23,368,11
250320905000042,1,543,202,48,9,280,4
250320905000043,1,800,325,75,6,389,5
250320905000044,1,581,197,14,10,358,2
250320905000045,1,872,282,71,7,512,0
250320905000046,1,517,227,50,14,208,18
250320905000047,1,442,219,18,11,191,3
250320905000048,1,712,229,41,5,431,6
250320905000049,1,630,234,77,4,313,2
250320905000050,1,848,330,70,21,427,0
250320905000051,1,226,125,17,6,73,5
250320905000052,1,177,96,8,4,69,0
250320905000053,1,879,212,146,32,480,9
250320905000054,1,737,211,51,17,439,19
250320905000055,1,1025,387,140,21,462,15
250320905000056,1,907,346,34,20,501,6
250320905000057,1,101,75,2,0,24,0
250320905000058,1,216,120,7,6,83,0
250320905000059,1,300,178,5,14,103,0
250320905000060,1,227,124,3,3,97,0
250320905000061,1,276,148,7,4,116,1
250320905000062,1,968,330,133,38,437,30
250320905000063,1,922,391,134,49,323,25
250320905000064,1,585,378,36,13,158,0
250320905000065,1,502,370,13,3,116,0
250320905000066,1,839,217,57,9,548,8
250320905000067,1,1260,431,78,34,698,19
250320905000068,1,1018,369,129,16,466,38
250320905000069,1,1354,386,62,6,896,4
250320905000070,1,1785,769,202,58,710,46
250320905000071,1,387,275,5,1,106,0
250320905000072,1,332,287,5,5,35,0
250320905000073,1,554,359,18,15,156,6
250320905000074,1,438,332,19,19,68,0
250320905000075,1,502,305,6,4,186,1
250320905000076,1,506,321,16,1,167,1
250320905000077,1,413,104,28,3,277,1
250320905000078,1,424,145,15,1,263,0
250320925000001,1,856,344,77,5,429,1
250320925000002,1,1240,298,33,57,850,2
250320925000003,1,734,237,60,11,424,2
250320925000004,1,761,203,13,14,531,0
250320925000005,1,891,278,60,18,535,0
250320925000006,1,1065,385,73,1,606,0
250320925000007,1,1117,323,154,16,624,0
250320925000008,1,795,245,145,24,374,7
250320925000009,1,956,351,44,0,559,2
250330805000001,1,932,286,22,0,624,0
250330805000002,1,1131,529,48,0,554,0
250330805000003,8,459,129,15,1,314,0
250330805000004,8,178,X,X,X,X,X
250330805000005,8,484,205,19,15,245,0
250330805000006,8,503,252,32,0,219,0
250330805000007,1,855,381,6,0,468,0
250330805000008,8,1192,393,25,23,751,0
250330805000009,8,591,172,20,0,399,0
250330805000010,8,256,84,14,0,158,0
250330805000011,8,13,X,X,X,X,X
250330810000001,1,95,15,2,2,76,0
250330810000002,8,185,33,5,0,147,0
250330815000001,1,184,45,4,4,131,0
250330815000002,8,917,208,74,27,608,0
250330815000003,8,458,170,3,4,281,0
250330820000001,1,206,38,13,6,149,0
250330820000002,8,551,109,54,41,347,0
250330820000003,5,356,130,8,2,216,0
250340705000001,1,649,277,34,1,337,0
250340705000002,8,399,116,27,9,247,0
250340705000003,8,535,145,41,2,347,0
250340705000004,8,819,332,16,2,469,0
250340705000005,8,130,15,1,2,112,0
250340705000006,1,1025,317,10,11,687,0
250350605000001,1,625,311,18,6,290,0
250350605000002,1,711,298,28,12,373,0
250350605000003,1,483,125,6,4,343,5
250350605000004,1,541,170,9,2,356,4
250350605000005,1,1044,343,30,2,669,0
250350605000006,1,996,202,5,1,788,0
250350605000007,1,888,359,15,5,509,0
250350605000008,8,749,53,14,3,679,0
250350605000009,8,607,58,13,3,533,0
250350605000010,8,602,160,0,0,442,0
250350605000011,8,438,153,24,3,258,0
250350605000012,8,239,74,5,0,160,0
250350605000013,8,505,184,5,14,302,0
250350605000014,8,324,110,2,0,212,0
250350605000015,8,675,337,37,4,297,0
250350605000016,8,321,96,14,1,210,0
250350605000017,8,85,24,2,1,58,0
250350605000018,8,1123,86,5,0,1032,0
250350605000019,5,1424,486,34,3,899,2
250350605000020,8,80,36,1,0,43,0
250350605000021,5,418,141,24,11,241,1
250350605000022,1,703,288,29,0,386,0
250350605000023,1,882,313,5,2,562,0
250350605000024,1,746,270,33,7,436,0
250350605000025,1,690,232,22,3,432,1
250350605000026,1,849,320,3,5,521,0
250355505000001,1,745,275,57,19,394,0
250355505000002,1,896,251,90,8,547,0
250355505000003,8,937,229,32,69,607,0
250355505000004,8,261,88,88,15,70,0
250355505000005,8,175,64,31,20,60,0
250355505000006,8,63,23,0,4,36,0
250355505000007,8,557,159,9,30,359,0
250355505000008,8,748,155,32,55,506,0
250355505000009,5,1337,233,84,87,932,1
250355505000010,8,352,60,19,30,243,0
250355505000011,8,743,222,70,52,399,0
250360505000001,1,898,350,70,3,475,0
250360505000002,1,775,247,12,0,516,0
250360505000003,1,1169,448,88,3,630,0
250360505000004,1,862,297,60,13,488,4
250360505000005,1,853,132,3,0,718,0
250360505000006,8,358,158,9,0,191,0
250360505000007,8,358,136,10,0,212,0
250360505000008,8,465,153,15,0,297,0
250360505000009,8,443,178,31,0,234,0
250360505000010,8,406,154,19,0,233,0
250360505000011,1,633,220,11,2,400,0
250370405000001,1,755,398,11,2,344,0
250370405000002,1,620,482,0,4,134,0
250370405000003,1,584,504,6,0,74,0
250370405000004,1,812,507,37,22,244,2
250370405000005,1,948,494,25,19,410,0
250370405000006,1,755,328,37,3,387,0
250370405000007,1,882,531,22,31,298,0
250370405000008,1,886,479,7,0,400,0
250370405000009,1,925,533,15,1,376,0
250370405000010,1,668,344,23,0,301,0
250370405000011,1,671,253,28,14,376,0
250370405000012,1,1015,444,46,17,508,0
250370405000013,1,752,477,22,8,245,0
250370405000014,1,1093,639,40,17,397,0
250370405000015,1,850,412,21,17,398,2
250370405000016,1,1468,570,85,7,806,0
250370405000017,1,781,340,15,15,410,1
250370405000018,1,795,326,24,14,431,0
250370405000019,1,673,277,38,2,356,0
250370405000020,1,535,342,9,0,183,1
250370405000021,1,1326,485,40,20,781,0
250370405000022,1,1018,351,52,10,605,0
250370405000023,1,799,306,88,5,400,0
250370405000024,1,840,206,164,2,468,0
250370405000025,1,701,304,19,1,377,0
250370405000026,1,835,314,84,1,436,0
250370405000027,1,1002,330,52,10,610,0
250370405000028,1,838,361,49,1,427,0
250370405000029,1,1031,546,25,2,458,0
250370405000030,1,1343,651,32,0,659,1
250370405000031,1,785,403,33,14,335,0
250370405000032,1,913,161,28,0,724,0
250370405000033,1,1257,379,114,17,747,0
250370405000034,1,1042,418,59,9,556,0
250370405000035,1,1424,639,62,0,723,0
250370405000036,1,1284,474,51,4,755,0
250370405000037,1,856,401,39,2,414,0
250370405000038,1,1255,453,164,9,629,0
250370405000039,1,1236,526,75,1,633,1
250370405000040,8,563,202,18,9,334,0
250370405000041,8,194,69,11,1,113,0
250370405000042,8,951,474,8,0,469,0
250370405000043,8,599,245,13,11,330,0
250370405000044,8,393,141,7,1,243,1
250370405000045,8,681,304,37,12,328,0
250370405000046,8,939,449,6,21,463,0
250370405000047,8,741,450,12,1,278,0
250370405000048,5,391,134,14,20,223,0
250370405000049,8,385,146,8,2,229,0
250370405000050,8,117,49,1,0,67,0
250370405000051,8,1009,380,17,7,605,0
250370405000052,8,802,270,0,0,532,0
250370405000053,1,993,375,93,20,505,0
250370405000054,1,862,542,19,9,292,0
250370405000055,1,1039,418,22,1,598,0
250370405000056,1,883,287,28,2,566,0
250370405000057,1,732,372,58,0,302,0
250370405000058,1,927,369,69,15,474,0
250370405000059,1,929,308,86,22,513,0
250370405000060,1,1381,469,220,27,665,0
250370405000061,1,766,361,24,19,362,0
250370405000062,1,478,176,1,4,297,0
250370405000063,1,766,351,34,7,373,1
250370405000064,1,744,251,5,16,472,0
250370410000001,1,748,243,37,0,468,0
250370410000002,8,289,77,5,9,198,0
250370410000003,8,632,231,20,16,365,0
250370410000004,8,664,258,7,19,380,0
250370410000005,5,240,108,0,4,128,0
250370410000006,8,330,120,3,1,206,0
250370410000007,8,695,341,10,4,340,0
250370410000008,8,330,114,19,3,194,0
250375305000001,1,1000,221,205,8,566,0
250375305000002,8,567,311,98,0,158,0
250375305000003,8,913,607,70,0,236,0
250375305000004,8,179,71,0,5,103,0
250375305000005,8,245,88,9,0,148,0
250375305000006,8,129,4,24,0,101,0
250380305000001,1,1043,410,52,0,581,0
250380305000002,1,999,386,25,4,583,1
250380305000003,1,1182,397,132,0,653,0
250380305000004,8,760,361,18,0,381,0
250380305000005,8,339,103,8,10,218,0
250380305000006,5,486,253,49,0,184,0
250380305000007,5,828,351,110,0,365,2
250390205000001,1,781,238,57,11,475,0
250390205000002,1,581,228,9,17,327,0
250390205000003,1,747,225,10,0,512,0
250390205000004,8,678,308,27,0,343,0
250390205000005,8,299,186,53,0,60,0
250390205000006,8,516,213,15,0,288,0
250390205000007,8,611,245,26,2,338,0
250390205000008,7,196,62,4,22,108,0
250390205000009,1,547,157,27,30,333,0
250390210000001,1,231,103,7,3,118,0
250390210000002,8,562,155,3,0,404,0
250400905000001,1,796,571,17,7,196,5
250400905000002,1,625,398,16,1,210,0
250400905000003,1,481,298,8,8,167,0
250400905000004,1,571,365,10,27,169,0
250400905000005,1,239,133,3,15,88,0
250400905000006,1,731,491,19,0,221,0
250400905000007,1,988,883,11,2,89,3
250400905000008,1,390,226,10,14,138,2
250400905000009,1,297,268,2,0,27,0
250400905000010,1,762,477,19,17,249,0
250400905000011,1,508,331,25,1,149,2
250400905000012,1,532,288,30,15,190,9
250400905000013,1,607,304,44,0,258,1
250400905000014,1,719,329,51,3,336,0
250400905000015,1,293,158,4,1,129,1
250400905000016,1,723,436,43,0,244,0
250400905000017,1,790,385,21,0,382,2
250400905000018,1,841,489,33,2,317,0
250400905000019,1,787,407,13,0,367,0
250400905000020,1,928,566,36,0,325,1
250400905000021,1,685,427,14,1,241,2
250400905000022,1,432,260,29,1,142,0
250400905000023,1,536,321,21,1,192,1
250400905000024,1,839,561,50,8,216,4
250400905000026,1,939,511,53,39,334,2
250400905000027,1,883,503,30,14,336,0
250400905000028,1,842,449,24,20,349,0
250400905000029,1,1067,342,19,3,703,0
250400905000030,1,671,316,33,12,310,0
250400905000031,1,775,458,24,6,283,4
250400905000032,1,1038,438,42,2,555,1
250400905000033,1,774,397,43,13,321,0
250400905000034,1,852,548,24,4,276,0
250400905000035,1,879,488,8,6,377,0
250400905000036,1,993,649,24,12,308,0
250400905000037,1,841,502,38,3,298,0
250400905000038,1,857,647,4,6,200,0
250400905000039,1,993,502,97,21,373,0
250400905000040,1,995,669,19,19,288,0
250400905000041,1,871,562,17,5,287,0
250400905000042,1,747,358,12,5,371,1
250400905000043,1,918,382,32,11,493,0
250400905000044,1,712,266,99,42,305,0
250400905000045,1,1058,396,149,47,466,0
250400905000046,1,810,392,51,14,353,0
250400905000047,1,814,394,94,3,318,5
250400905000048,1,938,287,26,0,625,0
250400905000049,1,1070,413,41,4,612,0
250400905000050,1,967,320,225,3,418,1
250400905000051,1,891,335,56,8,492,0
250400905000052,1,912,429,75,0,408,0
250400905000053,1,1175,486,120,15,554,0
250400905000054,1,524,200,5,1,318,0
250400905000055,1,873,451,33,19,370,0
250400905000056,1,995,438,69,4,481,3
250400905000057,1,967,412,19,4,532,0
250400905000058,1,1044,429,3,4,608,0
250400905000059,1,1052,431,31,1,589,0
250400905000060,1,1187,890,9,0,288,0
250400905000061,1,765,363,31,16,355,0
250400905000062,1,525,315,13,3,194,0
250400905000063,1,1239,655,72,1,511,0
250400905000064,1,667,388,30,8,241,0
250400905000065,1,399,248,14,1,132,4
250400905000066,1,396,203,11,14,168,0
250400905000067,1,694,246,91,2,355,0
250400905000068,1,486,189,35,2,258,2
250400905000069,1,612,409,13,2,188,0
250400905000070,1,607,322,14,19,252,0
250400905000071,1,865,605,27,23,204,6
250400905000072,1,500,231,13,0,253,3
250400905000073,1,1147,558,82,32,475,0
250400905000074,1,80,37,8,0,35,0
250400905000075,1,1057,590,32,17,417,1
250400905000076,1,786,379,20,0,387,0
250400905000077,1,1222,445,116,23,638,0
250400905000078,1,909,431,37,0,441,0
250400905000079,1,992,408,44,3,537,0
250400905000080,1,620,231,32,0,356,1
250400905000081,1,130,57,0,1,72,0
250400905000082,1,870,403,70,21,376,0
250400905000083,1,1018,525,56,22,405,10
250400905000084,1,693,352,41,0,300,0
250400905000085,1,843,399,55,8,381,0
250400905000086,1,871,413,32,3,423,0
250400905000087,1,882,387,40,0,455,0
250400905000088,1,1051,447,48,17,539,0
250400905000089,1,1155,670,27,26,432,0
250400905000090,1,943,595,27,1,320,0
250400905000091,1,1029,539,39,28,423,0
250400905000092,1,1039,425,61,5,548,0
250400905000093,1,857,469,26,3,359,0
250400905000094,1,1090,600,19,0,471,0
250400905000095,1,1026,520,59,5,442,0
250400905000096,1,778,452,35,1,290,0
250400905000097,1,847,298,55,0,494,0
250400905000098,1,844,382,37,1,424,0
250400905000099,1,508,197,18,7,286,0
250400905000100,1,531,221,21,1,287,1
250400905000101,1,1000,425,40,18,516,1
250400905000102,1,842,460,59,35,288,0
250400905000103,1,1151,534,34,1,582,0
250400905000104,1,737,262,41,18,413,3
250400905000105,1,1071,469,80,7,515,0
250400905000106,1,824,260,6,1,557,0
250400905000107,1,1004,423,24,4,553,0
250400905000108,1,1002,509,126,45,322,0
250400905000109,1,1070,486,99,17,468,0
250400905000110,1,697,268,14,31,384,0
250400905000111,1,1541,602,250,15,673,1
250400905000112,1,639,191,2,2,444,0
250400905000113,1,1063,756,29,18,260,0
250400905000114,1,303,149,22,4,128,0
250400905000115,1,690,251,59,2,378,0
250400905000116,1,967,345,86,20,516,0
250400905000117,1,876,364,37,17,449,9
250400905000118,1,990,530,33,9,412,6
250400905000119,1,701,315,23,9,344,10
250400905000120,1,891,391,63,16,420,1
